Date,Headline,URL,Opening Text,Source,Country,Subregion,Language
29-Jan-2019 10:25AM,8C-POZLH1，模块卡,http://www.uggd.com/news/qynews/2019-01-29/30495318.html,8C-POZLH1，模块卡ROf模具联盟网\n\n8C-POZLH1，模块卡ROf模具联盟网\n\n8C-POZLH1，模块卡ROf模具联盟网\n\n8C-POZLH1，模块卡ROf模具联盟网...,模具联盟网,China,Fujian,Chinese (simpl.)
29-Jan-2019 10:24AM,8C-PAZH52，模块卡,http://www.uggd.com/news/qynews/2019-01-29/30495294.html,8C-PAZH52，模块卡hoO模具联盟网\n\n8C-PAZH52，模块卡hoO模具联盟网\n\n8C-PAZH52，模块卡hoO模具联盟网\n\n8C-PAZH52，模块卡hoO模具联盟网...,模具联盟网,China,Fujian,Chinese (simpl.)
29-Jan-2019 10:24AM,The global clinical workflow solutions market is projected to grow at a CAGR of 12.4%,http://www.wicz.com/story/39866088/the-global-clinical-workflow-solutions-market-is-projected-to-grow-at-a-cagr-of-124,"SOURCE Reportlinker\n\nNEW YORK, Jan. 28, 2019 /PRNewswire/ -- The global clinical workflow solutions market is projected to grow at a CAGR...",FOX 40 WICZ TV,United States,New York,English
29-Jan-2019 10:24AM,工业机器人出现以后这些都不用人做了!,https://www.mmsonline.com.cn/info/318631.shtml,制造业在自动化和工业机器人部署大趋势下，首先受到冲击最大的是流水线上工作，特别重复性的工作最容易被机器所取代，而西门子和GE等是全球数字化代表性企业，以及富士康等大型制造业开始升级自动化工厂和各种部署工业机器人，以此提升工厂效率。...,国际金属加工网,China,Beijing,Chinese (simpl.)
29-Jan-2019 10:22AM,"О том, почему падают цены на нефть в понедельник",http://elitetrader.ru/index.php?newsid=435879,"Нефть дешевеет на сигналах ослабления спроса и увеличения предложения\nЦены на нефть падают в понедельник из-за опасений по поводу спроса,...",Элитный трейдер,Russia,,Russian
29-Jan-2019 10:22AM,Competitors Analysis of Flexible AC Transmission Systems (FACTS) Market from 2018 to 2025,https://www.pr-inside.com/competitors-analysis-of-flexible-ac-transmission-s-r4735681.htm,"In the recently published report, QY Research has provided a unique insight into the global Flexible AC Transmission Systems (FACTS) market...",PR-Inside.com,Austria,,English
29-Jan-2019 10:22AM,新三板回暖明显：做市股最高涨幅超50% 两只白马股创出阶段新高!（附名单）,http://stock.stockstar.com/SS2019012900000394.shtml,近期，新三板市场出现回暖迹象，一波做市股率先上涨，明朝万达、爱�f新能等5只个股涨幅超过30%。,证券之星,China,Shanghai,Chinese (simpl.)
29-Jan-2019 10:18AM,银保监会鼓励险资增持股票 六股业绩向好底子硬,http://news.emoney.cn/n_00_0101_342486.shtml,（原标题：银保监会鼓励险资增持股票 险资偏爱投资这些行业）\n\n银保监会鼓励险资增持股票 险资偏爱投资这些行业\n\n银保监会新闻发言人今日表示，鼓励险资增持股票维...,益盟操盘手,China,Shanghai,Chinese (simpl.)
29-Jan-2019 10:16AM,Malfunctioning your water filters? Check out filter for fridge and get a new filter for refrigerator,http://news.scoopasia.com/index.php/news/malfunctioning_your_water_filters_check_out_filter_for_fridge_and_get_a_new/,"USA, 29 January 2019 -- If you find the water filter in the back side of the refrigerator, to the incoming water pipe then it is an inline...",Scoop Asia,Hong Kong,,English
29-Jan-2019 10:16AM,正子斷層造影 癌症檢查好幫手 | 元氣網,https://health.udn.com/health/story/6016/3619744,精確檢查癌症所不可或缺的醫院部門，算是「核子醫學科」了，它是運用同位素藥物注射、口服或吸入人體，從體內對外放射而造成顯影的功能，以確認癌症部位和大小形狀。,元氣網 - 聯合新聞網,Taiwan,,Chinese (trad.)
29-Jan-2019 10:16AM,디폴트 우려 확산…글로벌기업 신용등급강등 10분기래 최고,http://cn.moneta.co.kr/Service/paxnet/ShellView.asp?ArticleID=2019012910112201121&LinkID=14,[아시아경제 조슬기나 기자] 저금리 기조에서 부채를 늘려왔던 글로벌 기업들의 신용등급 강등이 급격히 늘고 있다. 신용등급이 바뀐 글로벌 기업 가운데 강등기업의 비중은 10분기 래 최고치를 기록했다.\n\n니혼게이자이신문은 29일 글로벌 신용평가사...,Moneta,Korea,,Korean
29-Jan-2019 10:15AM,定位高阶运动SUV，吉利FY11采用全新内饰设计，年内上市！,https://chejiahao.autohome.com.cn/info/3289393?reply=reply,日前，吉利汽车官方发布了旗下首款基于CMA架构打造的高阶运动SUV——FY11的内饰官图。新车定位于紧凑型SUV，预计将于今年年内上市。...,汽车之家,China,Beijing,Chinese (simpl.)
29-Jan-2019 10:12AM,制造企业开展总承包业务：突出问题与关键认识,http://www.sohu.com/a/292059866_310853,原标题：制造企业开展总承包业务：突出问题与关键认识...,搜狐财经,China,Beijing,Chinese (simpl.)
29-Jan-2019 10:11AM,"Spike Inc clinches supersonic jet orders, close to picking engine",https://ca.news.yahoo.com/spike-inc-clinches-supersonic-jet-orders-close-picking-121503263--sector.html,,Yahoo! News Canada,Canada,,English
29-Jan-2019 10:10AM,"Global Sludge Treatment Chemicals Market Is Projected to Reach a Value of US$ 10,944 Mn by 2026",http://www.digitaljournal.com/pr/4130392,,Press Releases - Digital Journal,Canada,,English
29-Jan-2019 10:10AM,디폴트 우려 확산…글로벌기업 신용등급강등 10분기래 최고,http://www.asiae.co.kr/news/view.htm?idxno=2019012910103986061,[아시아경제 조슬기나 기자] 저금리 기조에서 부채를 늘려왔던 글로벌 기업들의 신용등급 강등이 급격히 늘고 있다. 신용등급이 바뀐 글로벌 기업 가운데 강등기업의 비중은 10분기 래 최고치를 기록했다.\n\n니혼게이자이신문은 29일 글로벌 신용평가사...,아시아경제,Korea,,Korean
29-Jan-2019 10:08AM,博瑞GE新能源售19.68万 少量现车,https://www.pcauto.com.cn/qcbj/fj/xiamen/znbj/1901/14640084.html,【太平洋汽车网 厦门优惠促销频道】近日，编辑从吉利新能源了解到最新报价信息，近期到店订购博瑞GE新能源全系车型最高可享现金优惠0.3万元。感兴趣的朋友不妨点击报价表格中的“获取底价”，有机会享受更大优惠。\n\n厦门合升吉利汽车湖里区\n电话：400-037-9354...,太平洋汽车网,China,Guangdong,Chinese (simpl.)
29-Jan-2019 10:07AM,“海垦小灵狗出行”亮相海垦品牌(商标)发布会,http://www.hi.chinanews.com.cn/hnnew/2019-01-29/4_102580.html,本报海口1月28日讯(海报集团全媒体中心记者 卢月佳)1月26日，2019海南农垦第二届品牌(商标)新闻发布会暨品牌(扶贫)年货节活动在海垦广场举行。印有“海垦小灵狗出行”Logo的多款新能源车型也在活动中亮相，吸引了众多消费者的目光。...,中新海南网,China,Hainan,Chinese (simpl.)
29-Jan-2019 10:07AM,The global clinical workflow solutions market is projected to grow at a CAGR of 12.4%,https://www.vbprofiles.com/press_releases/5c4fa69f94904960cc432abc,"NEW YORK, Jan. 28, 2019 /PRNewswire/ -- The global clinical workflow solutions market is projected to grow at a CAGR of 12.4%.\n\nThe...",VB Profiles,United States,,English
29-Jan-2019 10:07AM,The global clinical workflow solutions market is projected to grow at a CAGR of 12.4%,http://www.mylubbocktv.com/story/39866088/the-global-clinical-workflow-solutions-market-is-projected-to-grow-at-a-cagr-of-124,"SOURCE Reportlinker\n\nNEW YORK, Jan. 28, 2019 /PRNewswire/ -- The global clinical workflow solutions market is projected to grow at a CAGR...",My Lubbock TV,United States,,English
29-Jan-2019 10:06AM,吉利再度夺冠 2018年中国品牌销量解析,https://www.maiche.com/news/detail/1718131.html,[车友头条-车友号-销量榜]...,买车网,China,,Chinese (simpl.)
29-Jan-2019 10:03AM,原油先物はやや持ち直し、供給増懸念で上値重い,https://www.excite.co.jp/news/article/Reuters_newsml_KCN1PN03K/,［シドニー ２９日 ロイター］ - アジア時間の原油先物は小幅に反発。前日の取引では、供給増や世界的な景気減速への懸念で約３％下落していた。...,エキサイト,Japan,Tokyo,Japanese
29-Jan-2019 10:03AM,原油先物はやや持ち直し、供給増懸念で上値重い,https://news.nicovideo.jp/watch/nw4741756,［シドニー ２９日 ロイター］ - アジア時間の原油先物は小幅に反発。前日の取引では、供給増や世界的な景気減速への懸念で約３％下落していた。...,ニコニコニュース,Japan,,Japanese
29-Jan-2019 10:03AM,原油先物はやや持ち直し、供給増懸念で上値重い,https://headlines.yahoo.co.jp/hl?a=20190129-00000037-reut-eurp,　１月２９日、アジア時間の原油先物は小幅に反発。前日の取引では、供給増や世界的な景気減速への懸念で約３％下落していた。写真はテキサス州の原油貯蔵施設で２０１６年６月に撮影（２０１９年　ロイター／Richard Carson）...,Yahoo!ニュース Japan,Japan,Tokyo,Japanese
29-Jan-2019 10:03AM,The global clinical workflow solutions market is projected to grow at a CAGR of 12.4%,http://www.telemundolubbock.com/story/39866088/the-global-clinical-workflow-solutions-market-is-projected-to-grow-at-a-cagr-of-124,"SOURCE Reportlinker\n\nNEW YORK, Jan. 28, 2019 /PRNewswire/ -- The global clinical workflow solutions market is projected to grow at a CAGR...",Telemundo Lubbock,United States,Texas,English
29-Jan-2019 10:03AM,原油先物はやや持ち直し、供給増懸念で上値重い,http://topics.smt.docomo.ne.jp/article/reuters/world/reuters-20190129035,原油先物はやや持ち直し、供給増懸念で上値重い\n2019/01/29 10:03\n［シドニー　２９日　ロイター］ - アジア時間の原油先物は小幅に反発。前日の取引では、供給増や世界的な景気減速への懸念で約３％下落していた。...,NTTドコモ（docomo）,Japan,,Japanese
29-Jan-2019 10:03AM,原油先物はやや持ち直し、供給増懸念で上値重い,https://article.auone.jp/detail/1/4/8/111_8_r_20190129_1548724141705254,［シドニー ２９日 ロイター］ - アジア時間の原油先物は小幅に反発。前日の取引では、供給増や世界的な景気減速への懸念で約３％下落していた。...,Au one ニュース,Japan,,Japanese
29-Jan-2019 10:00AM,The global clinical workflow solutions market is projected to grow at a CAGR of 12.4%,http://www.doublet973.com/story/39866088/the-global-clinical-workflow-solutions-market-is-projected-to-grow-at-a-cagr-of-124,"SOURCE Reportlinker\n\nNEW YORK, Jan. 28, 2019 /PRNewswire/ -- The global clinical workflow solutions market is projected to grow at a CAGR...",Double T 97.3,United States,,English
29-Jan-2019 10:00AM,The global clinical workflow solutions market is projected to grow at a CAGR of 12.4%,http://www.oldies977lubbock.com/story/39866088/the-global-clinical-workflow-solutions-market-is-projected-to-grow-at-a-cagr-of-124,"SOURCE Reportlinker\n\nNEW YORK, Jan. 28, 2019 /PRNewswire/ -- The global clinical workflow solutions market is projected to grow at a CAGR...",Oldies 97.7,United States,,English
29-Jan-2019 09:59AM,The global clinical workflow solutions market is projected to grow at a CAGR of 12.4%,http://www.kuam.com/story/39866088/the-global-clinical-workflow-solutions-market-is-projected-to-grow-at-a-cagr-of-124,"SOURCE Reportlinker\n\nNEW YORK, Jan. 28, 2019 /PRNewswire/ -- The global clinical workflow solutions market is projected to grow at a CAGR...",Kuam News,United States,,English
29-Jan-2019 09:58AM,新三板回暖明显：做市股最高涨幅超50%，两只白马股创出阶段新高!,http://www.chinaesm.com/jinrong/2019/0129/90384.html,来源:中国金融观察网\n\n李诗诗\n\n近期，新三板市场出现回暖迹象，一波做市股率先上涨，明朝万达、爱廸新能等5只个股涨幅超过30%。\n\n其中创新成指成分股表现突出，做为新三板的“尖子生”，西部超导、成大生物股价均创出阶段新高。\n\n5只做市股涨超30%...,中国金融观察网,China,,Chinese (simpl.)
29-Jan-2019 09:57AM,"Création de chauffage central 30, 32, 34, 44 rue Léon-Blum",https://www.marchesonline.com/appels-offres/avis/creation-de-chauffage-central-30-32-34-44-rue-leon/ao-7837399-1,"Maître d'ouvrage : SA HLM Vilogia, 74 rue Jean-Jaurès, CS 10430, 59664 Villeneuve-d'Ascq.\n\nMaître d'oeuvre : Etica, 1 boulevard de Valmy,...",,France,,French
29-Jan-2019 09:57AM,The global clinical workflow solutions market is projected to grow at a CAGR of 12.4%,http://www.1077yesfm.com/story/39866088/the-global-clinical-workflow-solutions-market-is-projected-to-grow-at-a-cagr-of-124,"SOURCE Reportlinker\n\nNEW YORK, Jan. 28, 2019 /PRNewswire/ -- The global clinical workflow solutions market is projected to grow at a CAGR...",107.7 Yes FM,United States,,English
29-Jan-2019 09:55AM,The global clinical workflow solutions market is projected to grow at a CAGR of 12.4%,http://www.wboc.com/story/39866088/the-global-clinical-workflow-solutions-market-is-projected-to-grow-at-a-cagr-of-124,"WBOC TV 16 is Delmarva's number one source for breaking news, local news, weather, sports, education and traffic information. WBOC covers...",WBOC Tv 16,United States,Delaware,English
29-Jan-2019 09:53AM,The global clinical workflow solutions market is projected to grow at a CAGR of 12.4%,http://www.kxxv.com/story/39866088/the-global-clinical-workflow-solutions-market-is-projected-to-grow-at-a-cagr-of-124,"SOURCE Reportlinker\n\nNEW YORK, Jan. 28, 2019 /PRNewswire/ -- The global clinical workflow solutions market is projected to grow at a CAGR...",KXXV-TV News Channel 25,United States,Texas,English
29-Jan-2019 09:53AM,The global clinical workflow solutions market is projected to grow at a CAGR of 12.4%,https://www.rfdtv.com/story/39866088/the-global-clinical-workflow-solutions-market-is-projected-to-grow-at-a-cagr-of-124,"SOURCE Reportlinker\n\nNEW YORK, Jan. 28, 2019 /PRNewswire/ -- The global clinical workflow solutions market is projected to grow at a CAGR...",Rfd-Tv,United States,,English
29-Jan-2019 09:53AM,The global clinical workflow solutions market is projected to grow at a CAGR of 12.4%,http://www.valleyscw.com/story/39866088/the-global-clinical-workflow-solutions-market-is-projected-to-grow-at-a-cagr-of-124,"SOURCE Reportlinker\n\nNEW YORK, Jan. 28, 2019 /PRNewswire/ -- The global clinical workflow solutions market is projected to grow at a CAGR...",The Valley's CW,United States,Ohio,English
29-Jan-2019 09:53AM,Così si influenzano il vostro bambino traumi della vita adulta,https://phoneia.com/it/cosi-si-influenzano-il-vostro-bambino-traumi-della-vita-adulta/,Il trauma infantile ha importanti implicazioni per lo sviluppo e la salute della vita adulta. Ma che cosa esattamente sono e come...,Phoneia – Tecnologia & intrattenimento,United States,New Jersey,Italian
29-Jan-2019 09:51AM,预算20万，省油省心长续航，这4款插混中级车值得考虑！,https://mp.ofweek.com/auto/a345673921756,在新能源“春风”吹满地的今天，我们看到中型插电混动轿车还是一支潜力股，因为这个细分市场的尚属于“蓝海”；还有就是除了北京等部分地区，插电混动车型还能享受免费牌照的补贴。\n既然这块市场如此的具有潜力，那么湃客今天就给小伙伴们推荐几款热门车型，希望能给大家购车起到参考作用。...,OF Week Public Platform,China,,Chinese (simpl.)
29-Jan-2019 09:51AM,Global Water and Wastewater Treatment Equipment Industry,http://www.newson6.com/story/39865920/global-water-and-wastewater-treatment-equipment-industry,"SOURCE Reportlinker\nNEW YORK, Jan. 28, 2019 /PRNewswire/ -- This report analyzes the worldwide markets for Water and Wastewater Treatment...",News On 6,United States,Oklahoma,English
29-Jan-2019 09:48AM,新三板回暖：做市股最高涨幅超50% 两只白马股创阶段新高,http://stock.123.com.cn/show/263-10310902.html,（原标题：新三板回暖明显：做市股最高涨幅超50% 两只白马股创出阶段新高!（附名单））\n近期，新三板市场出现回暖迹象，一波做市股率先上涨，明朝万达、爱廸新能等5只个股涨幅超过30%。\n其中创新成指成分股表现突出，做为新三板的“尖子生”，西部超导、成大生物股价均创出阶段新高。...,123校园联盟,China,Guangdong,Chinese (simpl.)
29-Jan-2019 09:48AM,The global clinical workflow solutions market is projected to grow at a CAGR of 12.4%,http://www.wsiltv.com/story/39866088/the-global-clinical-workflow-solutions-market-is-projected-to-grow-at-a-cagr-of-124,"WSIL-TV is your southern Illinois news leader providing breaking news, sports and weather information plus ABC news and entertainment...",WSIL-TV,United States,Illinois,English
29-Jan-2019 09:47AM,The global clinical workflow solutions market is projected to grow at a CAGR of 12.4%,http://www.magic1065.com/story/39866088/the-global-clinical-workflow-solutions-market-is-projected-to-grow-at-a-cagr-of-124,"SOURCE Reportlinker\n\nNEW YORK, Jan. 28, 2019 /PRNewswire/ -- The global clinical workflow solutions market is projected to grow at a CAGR...",Magic 106.5,United States,,English
29-Jan-2019 09:47AM,开“海垦小灵狗” 当绿色出行达人,http://hnrb.hinews.cn/html/2019-01/29/content_12_1.htm,“海垦小灵狗出行”新能源车亮相海垦第二届品牌(商标)新闻发布会,海南日报,China,Hainan,Chinese (simpl.)
29-Jan-2019 09:45AM,The global clinical workflow solutions market is projected to grow at a CAGR of 12.4%,http://www.wfmj.com/story/39866088/the-global-clinical-workflow-solutions-market-is-projected-to-grow-at-a-cagr-of-124,"Youngstown, Ohio's #1 Locally owned, locally connected television news station.",WFMJ TV-21,United States,Ohio,English
29-Jan-2019 09:44AM,코오롱머티리얼(144620)소폭 상승세 +3.11%,http://cn.moneta.co.kr/Service/paxnet/ShellView.asp?ArticleID=2019012909362400895&LinkID=14,"제목 : 코오롱머티리얼(종목홈)(144620) 소폭 상승세 +3.11%기업개요 코오롱그룹 계열의 화학섬유 제조업체.\n\n나일론 필라멘트, 폴리에스터 필라멘트를 주력으로 생산, 판매. 원단 사업 부문은 스포츠, 아웃도어용 기능성 원단 부문을 중심사업으로...",Moneta,Korea,,Korean
29-Jan-2019 09:39AM,吉利再度夺冠 2018年中国品牌销量解析,http://bztzl.com/news/69833.html,,跑车网,China,,Chinese (simpl.)
29-Jan-2019 09:39AM,Global Water and Wastewater Treatment Equipment Industry,http://www.wicz.com/story/39865920/global-water-and-wastewater-treatment-equipment-industry,"SOURCE Reportlinker\n\nNEW YORK, Jan. 28, 2019 /PRNewswire/ -- This report analyzes the worldwide markets for Water and Wastewater Treatment...",FOX 40 WICZ TV,United States,New York,English
29-Jan-2019 09:38AM,List bp. Jacka Kicińskiego CMF na Dzień Życia Konsekrowanego – 2 lutego 2019 – “W służbie wiary i powołania”,https://misericors.org/list-bp-jacka-kicinskiego-cmf-na-dzien-zycia-konsekrowanego-2-lutego-2019/,Przewodniczący Komisji ds. Instytutów Życia Konsekrowanego i Stowarzyszeń Życia Apostolskiego bp Jacek Kiciński CMF wystosował do osób...,Misericors.org,Poland,,Polish
29-Jan-2019 09:37AM,"美 어닝시즌, 비참한 출발...관건은 ‘중국’",http://www.etoday.co.kr/news/section/newsview.php?idxno=1716208,"미국 기업들이 어닝시즌의 비참한 출발을 알렸다.\n\n28일(현지시간) 뉴욕증권거래소(NYSE)에서 다우지수는 전 거래일보다 208.98포인트(0.84%) 내린 2만4528.22에, S&P500지수는 전장보다 20.91포인트(0.78%)하락한...",이투데이,Korea,,Korean
29-Jan-2019 09:36AM,코오롱머티리얼(144620) 소폭 상승세 +3.11%,http://vip.mk.co.kr/newSt/news/news_view.php?p_page=&sCode=26&t_uid=22&c_uid=159803&topGubun=,"제목 : 코오롱머티리얼(144620) 소폭 상승세 +3.11%\n\n기업개요\n\n코오롱그룹 계열의 화학섬유 제조업체.\n\n나일론 필라멘트, 폴리에스터 필라멘트를 주력으로 생산, 판매. 원단 사업 부문은 스포츠, 아웃도어용 기능성 원단 부문을 중심사업으로...",매일경제 증권센터,Korea,,Korean
29-Jan-2019 09:35AM,专访安永技术分析与咨询全球主管Beatriz Sanz Saiz： 人工智能改变咨询业 构建产业互联网平台提供咨询服务,http://www.21jingji.com/2019/1-29/2NMDEzNzlfMTQ2OTI2Nw.html,在以大数据和人工智能为基础的产业互联网时代，传统的咨询公司正变得越来越像互联网软件公司。,21经济网,China,Guangdong,Chinese (simpl.)
29-Jan-2019 09:33AM,二十万以内 除了天籁凯美瑞还有更好的选择吗？,http://toutiao.yzwb.net/a/190129083349106.html,时间过得飞快，转眼之间2018年已经接近尾声。再有不到一个月的时间，我们就要迈进农历新年了。对于这一年，我们的付出也已经完整的画上了句号，很多的朋友都喜欢在年底的时候，释放一下自己的购物欲，入手辆好车犒劳自己，除了方便自己出行，也方便让亲戚朋友们验收一下自己这一年的成绩。...,扬子头条_扬子晚报网_头条新闻,China,,Chinese (simpl.)
29-Jan-2019 09:33AM,二十万以内 除了天籁凯美瑞还有更好的选择吗？,http://mini.eastday.com/a/190129083349106.html,时间过得飞快，转眼之间2018年已经接近尾声。再有不到一个月的时间，我们就要迈进农历新年了。对于这一年，我们的付出也已经完整的画上了句号，很多的朋友都喜欢在年底的时候，释放一下自己的购物欲，入手辆好车犒劳自己，除了方便自己出行，也方便让亲戚朋友们验收一下自己这一年的成绩。...,头条新闻_东方头条,China,Shanghai,Chinese (simpl.)
29-Jan-2019 09:30AM,2018新能源汽車報告｜誰最賺錢，誰更焦慮？,https://www.gooread.com/article/20130021455/,［愛卡汽車 新能源頻道 原創］...,Gooread,China,,Chinese (simpl.)
29-Jan-2019 09:30AM,Chevron y otras filiales podrán operar con Pdvsa hasta el 27 de julio,https://www.entornointeligente.com/chevron-y-otras-filiales-podrn-operar-con-pdvsa-hasta-el-27-de-julio/,Entornointeligente.com / El Departamento del Tesoro de Estados Unidos otorgó licencias especiales hasta julio a 14 compañías de servicios...,Entorno Inteligente,Venezuela,,Spanish / Castilian
29-Jan-2019 09:29AM,Athenahealth shareholders drop lawsuits against company executives regarding $5.7B sale,https://www.fiercehealthcare.com/tech/athenahealth-shareholders-drop-lawsuits-against-company-executives-regarding-5-7b-sale,Three class action lawsuits filed against Athenahealth by company shareholders over the company’s acquisition by one of its top investors...,Fierce Healthcare,United States,Massachusetts,English
29-Jan-2019 09:29AM,分析师：人工智能改变咨询业 构建产业互联网咨询服务,http://field.10jqka.com.cn/20190129/c609486386.shtml,专访安永技术分析与咨询全球主管Beatriz Sanz Saiz：人工智能改变咨询业构建产业互联网平台提供咨询服务\n\n在以大数据和人工智能为基础的产业互联网时代，传统的咨询公司正变得越来越像互联网软件公司。...,同花顺股票,China,,Chinese (simpl.)
29-Jan-2019 09:27AM,新三板回暖：做市股最高涨幅超50% 两只白马股创阶段新高,http://stock.stockstar.com/SS2019012900000250.shtml,近期，新三板市场出现回暖迹象，一波做市股率先上涨，明朝万达、爱�f新能等5只个股涨幅超过30%。其中创新成指成分股表现突出，做为新三板的“尖子生”，西部超导、成大生物股价均创出阶段新高。,证券之星,China,Shanghai,Chinese (simpl.)
29-Jan-2019 09:26AM,The global clinical workflow solutions market is projected to grow at a CAGR of 12.4%,https://markets.businessinsider.com/news/stocks/the-global-clinical-workflow-solutions-market-is-projected-to-grow-at-a-cagr-of-12-4-1027902395,"NEW YORK, Jan. 28, 2019 /PRNewswire/ -- The global clinical workflow solutions market is projected to grow at a CAGR of 12.4%.\nThe clinical...",Markets Insider- Business Insider,United States,,English
29-Jan-2019 09:25AM,The global clinical workflow solutions market is projected to grow at a CAGR of 12.4%,http://www.tickertech.com/cgi/?a=news&ticker=a&w=&story=201901201901281901PR_NEWS_USPR_____SP35848,"NEW YORK, Jan. 28, 2019 /PRNewswire/ -- The global clinical workflow solutions market is projected to grow at a CAGR of 12.4%.\nThe clinical...",Ticker Technologies,United States,,English
29-Jan-2019 09:23AM,2018新能源汽车报告｜谁最赚钱，谁更焦虑？,https://sh.qihoo.com/9a03af6c0345e7471,［爱卡汽车 新能源频道 原创］...,快资讯,China,Beijing,Chinese (simpl.)
29-Jan-2019 09:23AM,The global clinical workflow solutions market is projected to grow at a CAGR of 12.4%,https://www.finanzen.net/nachricht/aktien/the-global-clinical-workflow-solutions-market-is-projected-to-grow-at-a-cagr-of-12-4-7073098,The global clinical workflow solutions market is projected to grow at a CAGR of 12.4%,Finanzen.net,Germany,,English
29-Jan-2019 09:22AM,Global Water and Wastewater Treatment Equipment Industry,https://money.ca/news/2019/01/28/global-water-and-wastewater-treatment-equipment-industry-2/,,Money,Canada,,English
29-Jan-2019 09:21AM,"Culture Media Industry 2019-2025 Market Size, Trends, Manufacturers, Applications, Demand and Forecast Research Report",http://icrowdnewswire.com/2019/01/28/culture-media-industry-2019-2025-market-size-trends-manufacturers-applications-demand-and-forecast-research-report/,"Culture Media Market 2019 Global Industry Report covers the SWOT analysis of the industry along with key developments, size, share, growth...",iCrowdNewswire,United States,,English
29-Jan-2019 09:21AM,在川国企融入“一带一路”打造“中国名片”,http://www.cinic.org.cn/hy/zh/470264.html,每天清晨9点，一列满载货物的列车从位于四川成都国际铁路港的集装箱站台缓缓驶出，伴随着鸣笛声奔赴远方。2013年，为响应国家“一带一路”倡议，第一列中欧班列蓉欧快铁从这里发出，架起了快捷畅通的“亚欧大陆桥”。...,中国产业经济信息网,China,Beijing,Chinese (simpl.)
29-Jan-2019 09:18AM,专访安永技术分析与咨询全球主管Beatriz Sanz Saiz：人工智能改变咨询业,http://news.stcn.com/2019/0129/14833490.shtml,本报记者 张涵 北京报道\n\n在以大数据和人工智能为基础的产业互联网时代，传统的咨询公司正变得越来越像互联网软件公司。\n\n假设你是一个工厂主，登录你在安永智慧工厂（Smart...,证券时报网,China,Guangdong,Chinese (simpl.)
29-Jan-2019 09:18AM,"科學戲劇：（漢譯英本）  Scientific drama: a very abstract noun, but in Chinese charac",https://read01.com/3zGkxJ4.html,...\n（一）科學(I) Science\n對科學文化基本內容的認識以及如何發展科學文化，這是關係一個民族和國家不斷前進的重要條件。這組古漢字，體現了先祖們逐步深刻地認識到科學文化的發展規律性。\nThe understanding of the basic contents of...,壹讀,Taiwan,,Chinese (trad.)
29-Jan-2019 09:17AM,The global clinical workflow solutions market is projected to grow at a CAGR of 12.4%,http://markets.financialcontent.com/crain.businessinsurance/news/read/37657708/the_global_clinical_workflow_solutions_market_is_projected_to_grow_at_a_cagr_of_12.4,"NEW YORK, Jan. 28, 2019 /PRNewswire/ -- The global clinical workflow solutions market is projected to grow at a CAGR of 12.4%.\nThe clinical...",Crain BusinessInsurance - FinancialContent,United States,,English
29-Jan-2019 09:17AM,2018新能源报告｜谁最赚钱，谁更焦虑？,http://k.sina.com.cn/article_1731930915_673b2b2302000dle8.html?from=auto&subch=bauto,［爱卡汽车 新能源频道 原创］在过去的2018年，中国汽车产销数量整体在走下坡路，车市迎来28年来最冷的一年。但新能源汽车产销量却呈现猛涨态势，行业发展热火朝天。\n\n［爱卡汽车 新能源频道 原创］...,新浪看点,China,Beijing,Chinese (simpl.)
29-Jan-2019 09:16AM,The global clinical workflow solutions market is projected to grow at a CAGR of 12.4%,https://www.pharmiweb.com/pressreleases/pressrel.asp?ROW_ID=303365,"The global clinical workflow solutions market is projected to grow at a CAGR of 12.4%\nPR Newswire\n\nNEW YORK, Jan. 28, 2019\n\nNEW YORK, Jan....",PharmiWeb.com,United Kingdom,South East and London,English
29-Jan-2019 09:16AM,2018新能源汽车报告｜谁最赚钱，谁更焦虑？,https://www.toutiao.com/i6651705986044133895/,［爱卡汽车 新能源频道 原创］...,今日头条,China,,Chinese (simpl.)
29-Jan-2019 09:15AM,The global clinical workflow solutions market is projected to grow at a CAGR of 12.4%,https://www.lelezard.com/en/news-18599381.html,,Le Lezard (EN),Canada,,English
29-Jan-2019 09:15AM,The global clinical workflow solutions market is projected to grow at a CAGR of 12.4%,https://www.medindia.net/health-press-release/The-global-clinical-workflow-solutions-market-is-projected-to-grow-at-a-CAGR-of-124-401685-1.htm,"NEW YORK, Jan. 28, 2019 /PRNewswire/ -- The global clinical workflow solutions market is projected to grow at a CAGR of 12.4%.\n\nThe...",Medindia,India,National,English
29-Jan-2019 09:15AM,Global Water and Wastewater Treatment Equipment Industry | Spoke,http://www.spoke.com/press_releases/5c4f99a72cf3f7f6cb04346e,"NEW YORK, Jan. 28, 2019 /PRNewswire/ -- This report analyzes the worldwide markets for Water and Wastewater Treatment Equipment in US$...",Spoke,United States,,English
29-Jan-2019 09:15AM,The global clinical workflow solutions market is projected to grow at a CAGR of 12.4% | Spoke,http://www.spoke.com/press_releases/5c4f99ad2c33d47ab80448d8,"NEW YORK, Jan. 28, 2019 /PRNewswire/ -- The global clinical workflow solutions market is projected to grow at a CAGR of 12.4%.\n\nThe...",Spoke,United States,,English
29-Jan-2019 09:13AM,吉利再度夺冠 2018年中国品牌销量解析,http://auto.gasgoo.com/News/2019/01/29080947947I70086232C302.shtml,品牌销量概述/第一名：吉利增长12.31%...,盖世汽车资讯,China,,Chinese (simpl.)
